Domain	Status	Genome	Gene Count	
B	P	Staphylococcus aureus W42196	1	
B	F	Collimonas arenae Ter282	1	
B	P	Leptospira interrogans sv. Bataviae L1111	1	
B	F	Jeongeupia sp. USM3	1	
B	P	Clostridioides difficile Y307	1	
B	P	Escherichia coli 2-222-05_S3_C1	1	
B	P	Escherichia coli MA6	1	
B	P	Staphylococcus aureus M1475	1	
B	P	Methylobacterium sp. B4	1	
B	F	Bacillus subtilis ATCC 13952	1	
B	P	Klebsiella pneumoniae BIDMC 1	2	
B	P	Bacillus subtilis B4070	2	
B	P	Burkholderia pseudomallei MSHR1357	2	
B	P	Lactobacillus plantarum WJL	1	
B	P	Staphylococcus aureus M0909	1	
B	P	Vibrio cholerae CP1047	1	
B	P	Cytophagales bacterium TFI 002	2	
B	F	Campylobacter jejuni 4031	1	
B	P	Citrobacter amalonaticus 3e8B	1	
B	F	Yersinia pestis bv. Antiqua D182038	1	
B	P	Pseudomonas sp. GM67	1	
B	P	Neisseria meningitidis 94018	1	
B	P	Staphylococcus aureus M80992	1	
B	P	Bacillus cereus F528-94	4	
B	P	Staphylococcus aureus M0913	1	
B	P	Klebsiella pneumoniae CHS 31	3	
B	P	Staphylococcus aureus F23368	1	
B	P	Marinobacterium sediminicola CGMCC 1.7287	2	
B	P	Mycobacterium tuberculosis M1759	3	
B	P	Microbacterium oxydans BEL4b	1	
B	P	Mycobacterium tuberculosis 401555	3	
B	P	Lactobacillus plantarum WLPL04	2	
B	F	Enterobacter cloacae ECNIH2	4	
B	P	Capnocytophaga granulosa ATCC 51502	1	
B	P	Bacillus anthracis K0021	4	
B	P	Bacillus cereus F1-15	4	
B	P	Mycobacterium abscessus PAP056	2	
B	P	Acidithiobacillus thiooxidans Licanantay	1	
B	F	Staphylococcus aureus aureus 2148.CO1	1	
B	P	Paenibacillus sp. HGH0039	3	
B	P	Escherichia coli 38.27	1	
B	P	Mesotoga infera PhosAc3	2	
B	P	Campylobacter coli RC459_S47	1	
B	P	Klebsiella aerogenes MGH-78	2	
B	P	Escherichia coli B17	1	
B	P	Klebsiella pneumoniae CHS179	2	
B	P	Campylobacter jejuni 5_S5	1	
B	P	Nocardiopsis sp. CNS639	1	
B	P	Xanthomonas euvesicatoria 685	1	
B	P	Escherichia coli MS 116-1	1	
B	P	Yersinia mollaretii 92/84	2	
B	P	Aquabacterium parvum B6	1	
B	P	Leptospira interrogans sv. Copenhageni Fiocruz LV2767	1	
B	P	Staphylococcus aureus M0627	1	
B	P	Micromonospora tulbaghiae DSM 45142	1	
B	P	Staphylococcus aureus aureus CM05	2	
B	P	Mitsuokella sp. oral taxon 131 W9106	1	
B	P	Klebsiella pneumoniae CHS 08	1	
B	P	Escherichia coli PA5	1	
B	P	Streptomyces sp. CNT318	1	
B	P	Alistipes putredinis DSM 17216	1	
B	P	Pseudomonas putida S12	1	
B	P	Pseudomonas sp. Root401	1	
B	P	Azonexus hydrophilus DSM 23864	1	
B	P	Escherichia coli MC6002	1	
B	F	Rhodopseudomonas palustris HaA2	1	
B	P	Pseudomonas avellanae BPIC 631	1	
B	P	Yersinia pestis bv. Antiqua UG05-0454	1	
B	F	Roseomonas gilardii U14-5	2	
B	P	Staphylococcus aureus 2588STDY5748011	1	
B	P	Paeniclostridium sordellii SSCC42239	1	
B	P	Klebsiella pneumoniae CHS122	1	
B	P	Bacillus subtilis T30	1	
B	P	Staphylococcus aureus M0318	1	
B	P	Yersinia wautersii WP-931205	1	
B	P	Mycobacterium immunogenum HXXI	1	
B	F	Burkholderia pseudomallei BEO	2	
B	P	Staphylococcus aureus M1019	1	
B	P	Bacillus sp. Leaf13	2	
B	P	Escherichia coli 505545	1	
B	P	Pseudomonas syringae pv. actinidifoliorum CFBP8160 isolate:LSV43.62	1	
B	P	Pseudomonas sp. YS-1p	1	
B	P	Bacillus cereus BDRD-ST26	4	
B	P	Exiguobacterium marinum DSM 16307	1	
B	P	Staphylococcus aureus aureus SA-067	1	
B	P	Clostridium tepidiprofundi DSM 19306	1	
B	P	Mycobacterium tuberculosis J09902073	3	
B	P	Bacillus mojavensis RO-H-1	2	
B	P	Tepidibacter formicigenes DSM 15518	1	
B	P	Burkholderia pseudomallei EY9	2	
B	P	Staphylococcus aureus T55959	1	
B	P	Campylobacter jejuni jejuni 1213	1	
B	P	Stenotrophomonas maltophilia WJ66	1	
B	P	Enterobacter sp. EGD-HP1	2	
B	P	Mycobacterium tuberculosis M1374	3	
B	P	Lactobacillus koreensis JCM 16448	1	
B	P	Vibrio alginolyticus V1	1	
B	F	Candidatus Accumulibacter sp. SK-11	4	
B	P	Butyrivibrio sp. XPD2006	2	
B	P	Vibrio parahaemolyticus RM-13-3	1	
B	P	Neisseria sicca DS1	1	
B	P	Butyrivibrio sp. WCD3002	2	
B	P	Lysinibacillus massiliensis 4400831 = CIP 108448 = CCUG 49529	2	
B	P	Escherichia coli K-12 subMG1655	1	
B	P	Actinoplanes regularis DSM 43151	2	
B	P	Mycobacterium tuberculosis TKK-01-0037	3	
B	P	Escherichia coli G299	1	
B	P	Clostridium botulinum SU0807	1	
B	P	Staphylococcus aureus F89062	1	
B	F	Paenibacillus sp. IHBB 10380	2	
B	P	Escherichia coli O104:H4 Ec11-5603	1	
B	F	Mycobacterium avium paratuberculosis K-10	2	
B	P	Leptospira noguchii 2007001578	1	
B	P	Pseudomonas syringae CC1583	1	
B	P	Cellulophaga geojensis KL-A	1	
B	P	Treponema pedis T M1	1	
B	P	Mycobacterium senegalense CK2	2	
B	F	Prevotella enoeca F0113	2	
B	P	Neisseria meningitidis 65012	1	
B	P	Marinoscillum bacterium JGI 01_J22 (unscreened)	1	
B	P	Staphylococcus aureus M0200	1	
B	P	Bacillus sp. 2_A_57_CT2	1	
B	P	Staphylococcus aureus T40867	1	
B	P	Bacillus thuringiensis sv. aizawai Leapi01	3	
B	D	Comamonadaceae sp. genome from NDFO enrichment metagenome (UW) (UW-Madison version of the enrichment)	1	
B	P	Campylobacter coli H6	2	
B	P	Mycobacterium tuberculosis KT-0083	3	
B	P	Staphylococcus aureus M1136	1	
B	P	Mycobacterium tuberculosis T46	3	
B	P	Clostridioides difficile CD68	1	
B	F	Klebsiella pneumoniae CAV1453	2	
B	P	Klebsiella pneumoniae B199	1	
B	F	Leptospirillum sp. Group II CF-1	1	
B	D	Aeromicrobium sp. REDSEA-S38_B2	2	
B	P	Geminicoccus roseus DSM 18922	2	
B	P	Mycobacterium tuberculosis T09900050	3	
B	P	Pseudoxanthobacter soli DSM 19599	1	
B	P	Escherichia coli M4163	1	
B	P	Listeria monocytogenes sv. 1/2a F6854	1	
B	F	Ralstonia pickettii DTP0602	2	
B	P	Mycobacterium tuberculosis E09701191	1	
B	P	Chlamydia muridarum MoPn / Nigg	1	
B	P	Staphylococcus aureus aureus IS-125	1	
B	P	Lactobacillus kimbladii Hma2	2	
B	P	Escherichia coli 602206	1	
B	P	Escherichia coli DEC8D	1	
B	P	Mycobacterium tuberculosis MD13878	3	
B	P	Staphylococcus aureus F89078	1	
B	P	Staphylococcus aureus OCMM6096	1	
B	P	Staphylococcus aureus F45749	1	
B	P	Staphylococcus aureus M0749	1	
B	P	Staphylococcus aureus SCLE6011	1	
B	P	Staphylococcus aureus DAR3868	1	
B	P	Staphylococcus aureus M1535	1	
B	P	Mycobacterium tuberculosis OFXR-30	3	
B	P	Bacillus nealsonii AAU1_buffalo	3	
B	P	Shigella flexneri CDC 796-83	1	
B	P	Bacillus safensis VK	1	
B	P	Vibrio parahaemolyticus sv. O1:K56 C148	1	
B	F	Segniliparus rotundus CDC 1076, DSM 44985	1	
B	P	Staphylococcus aureus BSAR169_2	1	
B	P	Lachnospiraceae bacterium C10	2	
B	P	Escherichia coli 100383_aEPEC	1	
B	P	Lactococcus lactis lactis 1AA59	1	
B	P	Mesorhizobium ciceri WSM4083	2	
B	P	Staphylococcus aureus M0865	1	
B	P	Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_37_12	1	
B	P	Mycobacterium abscessus PAP085	1	
B	P	Planctomycetes bacterium RIFOXYB12_FULL_42_10	1	
B	P	Treponema bryantii NK4A124	3	
B	P	Arenibacter echinorum DSM 23522	2	
B	P	Bacillus salsus IBRC-M10078	2	
B	P	Pseudomonas aeruginosa ST-111 P19_London_7_VIM_2_05_10	1	
B	P	Pandoraea apista LMG16407	2	
B	P	Escherichia coli STEC 690	1	
B	P	Leptospira kirschneri sv. Cynopteri 3522 CT	1	
B	P	Staphylococcus aureus DAR3762	1	
B	P	Vibrio cholerae sv. Inaba A32	1	
B	F	Staphylococcus aureus ST20130938	1	
B	F	Sulfobacillus acidophilus TPY	3	
B	P	Methylovulum miyakonense-55 (UID4274)	3	
B	P	Staphylococcus aureus UCIM6085	1	
B	P	Butyrivibrio hungatei NK4A153	3	
B	P	Burkholderia pseudomallei MSHR640	2	
B	P	Geobacillus sp. PA-3	1	
B	P	Pseudomonas aeruginosa Ps2	1	
B	P	Escherichia coli UCD_JA03	1	
B	F	Campylobacter coli 76339	1	
B	P	Klebsiella pneumoniae S_26BO	2	
B	P	Pseudomonas aeruginosa JD306	1	
B	P	Legionella pneumophila 12_4499	1	
B	P	Staphylococcus aureus M77202	1	
B	F	Syntrophomonas wolfei Goettingen, DSM 2245B	2	
B	P	Thalassobacillus devorans MSP14	2	
B	F	Neisseria meningitidis M25459	1	
B	P	Pseudomonas stutzeri C2	2	
B	P	Staphylococcus aureus M0496	1	
B	P	Pseudomonas sp. GM60	1	
B	P	Enterobacter cloacae MNCRE48	3	
B	P	Escherichia coli MP021566.1	1	
B	P	Francisella tularensis holarctica URFT1	1	
B	P	Leptospira interrogans J50	1	
B	P	Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_42_13	1	
B	F	Bacillus thuringiensis HD-789	4	
B	F	Candidatus Accumulibacter sp. BA-92	2	
B	P	Neisseria gonorrhoeae GCGS221	1	
B	F	Clostridium carboxidivorans P7 null replaces 81740	2	
B	P	Staphylococcus aureus SMMC6030	1	
B	P	Escherichia coli BIDMC 39	1	
B	P	Staphylococcus aureus aureus VRS7	2	
B	P	Pseudobacteriovorax antillogorgiicola RKEM611	1	
B	P	Mycobacterium tuberculosis TKK_04_0024	3	
B	P	Staphylococcus aureus M0571	1	
B	P	Staphylococcus aureus T12818	1	
B	P	Leptospira interrogans 2002000623	1	
B	D	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2746	1	
B	P	Arthrobacter sp. M2012083	2	
B	P	Brevibacillus thermoruber PM1	3	
B	P	Cupriavidus sp. SHE	2	
B	P	Staphylococcus aureus M1171	1	
B	P	Pseudomonas aeruginosa S54485	1	
B	P	Caballeronia megalochromosomata JC2949	4	
B	F	Vibrio cholerae E1162	1	
B	P	Legionella pneumophila LC6409	1	
B	P	Pseudomonas sp. NFPP22	2	
B	P	Mycobacterium tuberculosis Q09901557	3	
B	P	Leptospira interrogans sv. Pyrogenes Sri Lanka 14	1	
B	P	Dyella sp. 333MFSha	1	
B	P	Mycobacterium tuberculosis TB_RSA28	3	
B	P	Pseudomonas fluorescens Q8r1-96	1	
B	P	Virgibacillus subterraneus CGMCC 1.7734	2	
B	D	Chloroflexi bacterium RBG_13_51_36	2	
B	P	Staphylococcus aureus M42496	1	
B	D	Streptomyces sp. DvalAA-21	1	
B	F	Staphylococcus aureus UTSW MRSA 55	1	
B	P	Algoriphagus marincola HL-49	1	
B	D	Deltaproteobacteria bacterium GWA2_55_10	2	
B	P	Clostridioides difficile DA00130	1	
B	F	Candidatus Accumulibacter phosphatis Type IIA UW-1	1	
B	P	Campylobacter jejuni jejuni 129-258	1	
B	P	Mycobacterium tuberculosis M1007	3	
B	P	Escherichia coli R402077	1	
B	P	Pseudomonas syringae pv. actinidifoliorum CFBP8043 isolate:LSV39.19	1	
B	P	Thermosporothrix hazakensis ATCC BAA-1881	1	
B	P	Streptomyces sp. Root55	1	
B	P	Escherichia coli RU1 MA5	1	
B	P	Pseudomonas aeruginosa VRFPA03	1	
B	P	Vibrio parahaemolyticus sv. O4:KII A5Z878	1	
B	P	Rhizobium alamii YR540	1	
B	P	Kitasatospora azatica KCTC 9699	1	
B	P	Mycobacterium tuberculosis TKK_05MA_0056	3	
B	F	Bacillus megaterium Q3	4	
B	P	Staphylococcus aureus aureus VRS11b	1	
B	P	Corynebacterium pilosum DSM 20521	1	
B	P	Citrobacter freundii ATCC 8090	1	
B	P	Xanthomonas sp. Leaf131	1	
B	P	Paeniclostridium sordellii SSCC33587	1	
B	P	Staphylococcus aureus 2588STDY5627527	1	
B	P	Staphylococcus aureus F48420	1	
B	P	Staphylococcus aureus 2588STDY5627524	1	
B	P	Escherichia coli U09	1	
B	P	Burkholderia multivorans NKI379	2	
B	P	Bacillus sp. G3(2015)	3	
B	P	Planctomycetes bacterium RIFOXYC2_FULL_41_27	1	
B	P	Escherichia coli Ec46A_L2	1	
B	P	Listeria monocytogenes LM83088	1	
B	P	Escherichia coli G169	1	
B	P	TPD-58 bacterium JGI CrystG Apr3-1-J9 (unscreened)	1	
B	F	Legionella pneumophila C2_S	1	
B	P	Staphylococcus aureus DAR1810	1	
B	F	Bacillus cereus E33L	4	
B	P	Yersinia pestis PY-94	1	
B	P	Salinispora arenicola CNQ748	1	
B	P	Mycobacterium tuberculosis TB_RSA162	3	
B	P	Vibrio cholerae 2740-80	1	
B	P	Staphylococcus aureus M1487	1	
B	P	Staphylococcus aureus T22074	1	
B	P	Bacillus weihenstephanensis FSL R5-860	4	
B	P	Klebsiella pneumoniae MGH 63	1	
B	P	Staphylococcus aureus 2588STDY5748117	1	
B	F	Marinobacter hydrocarbonoclasticus ATCC 49840	1	
B	P	Staphylococcus aureus WMCA6040	1	
B	P	Neisseria meningitidis 100601	1	
B	P	Citrobacter freundii 4_7_47CFAA	1	
B	P	Ralstonia solanacearum SD54	1	
B	P	Segniliparus rugosus ATCC BAA-974	1	
B	P	Rhodobacter capsulatus YW1	1	
B	F	Amycolatopsis mediterranei S699, ATCC 13685	3	
B	P	Mycobacterium abscessus PAP107	1	
B	P	Mycobacterium tuberculosis A70785	3	
B	P	Clostridioides difficile P74	1	
B	P	Mycobacterium tuberculosis MAL020211	3	
B	P	Tsukamurella tyrosinosolvens DSM 44234	3	
B	P	Staphylococcus aureus aureus CIG1114	1	
B	P	Joostella marina DSM 19592	1	
B	D	Eudoraea sp. SCGC 5358 (unscreened)	1	
B	P	Arthrobacter koreensis 5J12A	1	
B	P	Leptospira interrogans sv. Pyrogenes 2006006960	1	
B	P	Mesorhizobium muleiense CGMCC 1.11022	2	
B	P	Deltaproteobacteria bacterium SCGC AC-312_I16 - v2 (unscreened)	1	
B	P	Staphylococcus aureus 2588STDY5748139	1	
B	P	Staphylococcus aureus VET1855R	1	
B	P	Methylopila sp. M107	1	
B	P	Klebsiella pneumoniae KP-33P	1	
B	P	Rhodobacter capsulatus DSM 1710	1	
B	P	Staphylococcus aureus M1104	1	
B	P	Staphylococcus aureus 2588STDY5748629	1	
B	P	Shigella sonnei 201405079_1	1	
B	P	Escherichia coli 907672	1	
B	P	Mycobacterium tuberculosis TB_RSA72	3	
B	P	Morganella morganii INSRALV892	2	
B	P	Bifidobacterium longum longum UCD306 (after GenePRIMP)	1	
B	P	Yersinia frederiksenii 3400/83	2	
B	P	Mycobacterium tuberculosis TKK_05SA_0058	3	
B	P	Leptospira interrogans sv. Bim P2529	1	
B	P	Bifidobacterium longum longum BLOI2	1	
B	P	Enterobacter cloacae 'Hoffmann cluster III' ST145:950180354	2	
B	P	Fusobacterium periodonticum ATCC 33693	2	
B	P	Melaminivora alkalimesophila CY1	1	
B	P	Staphylococcus aureus KINW6036	1	
B	P	Mycobacterium tuberculosis M00018020	3	
B	P	Staphylococcus aureus UCIM6034	1	
B	P	Escherichia coli EC2_1	1	
B	P	Epsilonproteobacteria bacterium SCGC AD-308-C02v2 (unscreened)	1	
B	P	Nisaea sp BAL199	1	
B	P	Escherichia coli STEC_DG131-3	1	
B	P	Lactobacillus lindneri JCM 11027	1	
B	P	Escherichia coli 5-172-05_S1_C3	1	
B	P	Escherichia coli O26:H11 CVM9942	1	
B	F	Escherichia coli M19	1	
B	P	Pandoraea pnomenusa RB-44	2	
B	P	Mycobacterium tuberculosis BTB12-046	3	
B	P	Bosea sp. AAP35	2	
B	P	Campylobacter coli 2553	2	
B	F	Clostridium botulinum Prevot_594	1	
B	P	Rhizobium sp. Leaf321	1	
B	P	Salinispora arenicola CNT005	1	
B	P	Vibrio parahaemolyticus IDH02189	1	
B	P	Staphylococcus aureus M0930	1	
B	P	Rhodococcus opacus PD630	4	
B	F	Bacillus anthracis A16	4	
B	P	Staphylococcus aureus T44444	1	
B	P	Halomonas sp. TG39a	3	
B	F	Klebsiella pneumoniae pneumoniae KPNIH32	2	
B	F	Bacillus megaterium DSM 319	3	
B	P	Paenibacillus sp. HW567	1	
B	P	Lebetimonas sp. JS032	1	
B	P	Escherichia coli 2-052-05_S3_C1	1	
B	F	Acidipropionibacterium acidipropionici ATCC 4875	2	
B	P	Bacillus aryabhattai GZ03	4	
B	P	Staphylococcus aureus M1206	1	
B	P	Sedimentibacter sp. B4	1	
B	P	Pseudomonas sp. NBRC 111143	2	
B	P	Chromobacterium violaceum L_1B5_1	2	
B	P	Staphylococcus sp. JGI 0001002-I23 (contamination screened) (contamination screened)	1	
B	F	Lactobacillus buchneri NRRL B-30929	1	
B	P	Staphylococcus aureus M0528	1	
B	P	Staphylococcus aureus 2588STDY5748102	1	
B	P	Escherichia coli 96.0107	1	
B	F	Advenella kashmirensis WT001	1	
B	P	Staphylococcus aureus FVRH6052	1	
B	P	Vibrio cholerae YB7A09	1	
B	P	Escherichia coli 2-005-03_S3_C2	1	
B	P	Staphylococcus aureus M0892	1	
B	P	Mycobacterium bovis BCG Pasteur	3	
B	F	Enterobacter asburiae EA17	2	
B	P	Staphylococcus aureus 07-01319	1	
B	P	Pseudomonas fluorescens LMG 5329	1	
B	P	Desulfovibrio putealis DSM 16056	1	
B	P	Mycobacterium tuberculosis XTB13-098	3	
B	P	Bradyrhizobium sp. URHA0002	2	
B	P	Mycobacterium tuberculosis PanR0205	3	
B	P	Vibrio parahaemolyticus S038	1	
B	P	Mycobacterium tuberculosis E09700455	2	
B	P	Pseudomonas sp. TTU2014-096BSC	2	
B	P	Neisseria meningitidis M7089	1	
B	P	Halomonas sp. HL-48	2	
B	P	Staphylococcus aureus AMMC6111	1	
B	P	Vibrio parahaemolyticus VP2007-095	1	
B	P	Leptospira interrogans Valbuzzi Valbuzzi	1	
B	P	Staphylococcus aureus M1507	1	
B	P	Vibrio cholerae HC-56A2	1	
B	P	Escherichia coli K1	1	
B	P	Staphylococcus epidermidis NIHLM088	1	
B	P	Lactobacillus rhamnosus LMS2-1	1	
B	P	Vibrio cholerae sv. Inaba 7684	1	
B	P	Escherichia coli STEC 3031	1	
B	P	Omnitrophica bacterium JGI CrystG Apr3-3-M10 (contamination screened)	1	
B	P	Mycobacterium tuberculosis 2228BH	3	
B	F	Campylobacter insulaenigrae NCTC 12927	1	
B	F	Bacillus thuringiensis YWC2-8	3	
B	P	Mycobacterium tuberculosis M2898	3	
B	F	Mycobacterium tuberculosis EAI5/NITR206	3	
B	P	Prevotella oralis DSM 20702	2	
B	P	Clostridium botulinum B2 450	1	
B	P	Variovorax sp. EL159	3	
B	P	Mycobacterium tuberculosis XTB13-162	3	
B	P	Staphylococcus aureus UCIM6055	1	
B	P	Rubritepida flocculans DSM 14296	1	
B	P	Escherichia coli SLPE	1	
B	P	Tolumonas lignilytica BRL6-1	1	
B	P	Vibrio cholerae O1 EC-0009	1	
B	P	Brevibacillus choshinensis HPD52	4	
B	F	Mycobacterium tuberculosis 18b	3	
B	P	Mycobacterium tuberculosis MD18314	3	
B	P	Mycobacterium tuberculosis M1010	3	
B	P	Staphylococcus aureus F92127	1	
B	P	Mycobacterium marinum Europe	3	
B	P	Campylobacter fetus fetus 006A-0193	1	
B	P	Bordetella pseudohinzii 228/11	1	
B	P	Flavobacterium aquaticum CGMCC 1.12398	2	
B	P	Bacillus clausii AKU0647	1	
B	P	Staphylococcus aureus 2588STDY5748328	1	
B	F	Campylobacter curvus 525.92	1	
B	P	Herpetosiphon geysericola DSM 7119	1	
B	D	Chloroflexi bacterium SCGC AAA257-K06 (unscreened)	1	
B	P	Bacillus cereus INRA C3	4	
B	P	Streptomyces sp. HNS054	1	
B	P	Legionella pneumophila EUL84	1	
B	D	Composite genome from Lake Mendota Epilimnion pan-assembly MEint.metabat.2907	1	
B	P	Methylobacterium sp. Leaf121	2	
B	P	Klebsiella pneumoniae CHS198	2	
B	P	Burkholderia pseudomallei RF43Bp22	2	
B	P	Leptospira interrogans sv. Copenhageni Fiocruz LV2790	1	
B	P	Mycobacterium tuberculosis Q09600228	3	
B	P	Staphylococcus aureus DAR3166	1	
B	F	Prevotella intermedia 17	1	
B	P	Pseudomonas syringae pv. coryli ICMP 17001	1	
B	P	Staphylococcus aureus M1142	1	
B	P	Listeria monocytogenes N53-1	1	
B	D	Pseudomonas corrugata TEIC1148 (corrected assembly_020414)	2	
B	P	Enterobacter cloacae B2-DHA	2	
B	P	Persephonella lauensis IFO5_L8	2	
B	P	Bacillus sp. UNC69MF	2	
B	P	Mycobacterium tuberculosis TKK-01-0067	3	
B	P	Mycobacterium tuberculosis M1274	3	
B	P	Pseudomonas sp. DSM 29167	2	
B	P	Mycobacterium tuberculosis TB_RSA85	3	
B	F	Escherichia coli ST540a	1	
B	P	Klebsiella pneumoniae KLP28	1	
B	P	Dehalococcoidia bacterium SM23_28_2	1	
B	F	Escherichia coli H3	1	
B	P	Mycobacterium tuberculosis J09701362	3	
B	P	Rhizobium sp. YR528	1	
B	P	Formivibrio citricus DSM 6150	1	
B	P	Vibrio parahaemolyticus 10296	1	
B	P	Enterobacter  sp. MGH 37	2	
B	P	Vibrio genomosp. F10 9ZD137	1	
B	P	Planococcus antarcticus DSM 14505	1	
B	P	Tsukamurella sunchonensis JCM 13375	1	
B	P	Francisella tularensis tularensis 79201237	2	
B	P	Mycobacterium tuberculosis OFXR-16	3	
B	D	Tenericutes bacterium GWA2_38_26	1	
B	P	Pseudomonas aeruginosa CF5	1	
B	P	Mycobacterium tuberculosis 402431	3	
B	P	Legionella pneumophila EUL110	1	
B	P	Staphylococcus aureus VET0117R	1	
B	P	Bacteroidetes bacterium SCGC AD-305-A20v2 (contamination screened)	1	
B	P	Streptomyces sp. DI166	2	
B	P	Leptospira interrogans sv. Pyrogenes SriLanka2	1	
B	P	Clostridium carboxidivorans P7	2	
B	P	Eikenella corrodens CC92I	1	
B	P	Escherichia coli HVH 33 (4-2174936)	1	
B	P	Capnocytophaga sp. oral taxon 380 F0488	1	
B	P	Lentzea flaviverrucosa CGMCC 4.578	2	
B	P	Salmonella enterica enterica sv. Bareilly CFSAN000963	1	
B	P	Actinokineospora diospyrosa DSM 44255	1	
B	P	Leptospira interrogans sv. Copenhageni Fiocruz LV2772	1	
B	P	Pedobacter sp. Leaf194	1	
B	P	Mycobacterium tuberculosis XTB13-145	3	
B	P	Methylocapsa aurea KYG T	3	
B	P	Aureimonas sp. N4	3	
B	F	Leptospira borgpetersenii sv. Hardjo BK-9	1	
B	P	Paenibacillus graminis RSA19	2	
B	P	Selenomonas sp. FOBRC6	2	
B	P	Staphylococcus aureus aureus CGS01	1	
B	P	Knoellia subterranea KCTC 19937	2	
B	P	Burkholderia pseudomallei 6	2	
B	P	Bacillus vietnamensis UCD-SED5	3	
B	P	Alloactinosynnema album IBRC-M 10655	2	
B	P	Aeromonas sp. ZOR0002	1	
B	P	Myxococcus xanthus DZF1	1	
B	P	Pseudomonas aeruginosa 0C4A	1	
B	P	Vibrio cholerae HC-55C2	1	
B	P	Clostridioides difficile P23	1	
B	P	Mitsuaria sp. H24L5A	1	
B	P	Algiphilus aromaticivorans DG1253	1	
B	P	Acholeplasma morum 72-043	1	
B	P	Staphylococcus aureus M1480	1	
B	P	Staphylococcus aureus M0324	1	
B	P	Pedobacter nutrimenti DSM 27372	1	
B	P	Brachybacterium phenoliresistens W13A50	1	
B	P	Robiginitalea myxolifaciens DSM 21019	1	
B	P	Bacillus simplex P558	1	
B	D	Pseudoalteromonas ulvae TC14	2	
B	P	Pseudomonas syringae Pph1302A (Psy97)	1	
B	P	Staphylococcus aureus M0118	1	
B	P	Xanthomonas albilineans  REU174	1	
B	P	Staphylococcus aureus M0772	1	
B	P	Pseudomonas aeruginosa JD325	1	
B	P	Mycobacterium tuberculosis TB_RSA90	3	
B	P	Kutzneria buriramensis DSM 45791	1	
B	P	Pseudomonas sp. 10B238	2	
B	P	Vibrio owensii GRA50-12	1	
B	P	Staphylococcus aureus M0065	1	
B	P	Staphylococcus aureus M1050	1	
B	P	Pseudomonas syringae pv. aesculi 0893_23 (Aesculi)	1	
B	P	Microbacterium sp. Root280D1	1	
B	P	Bradyrhizobium japonicum in8p8	2	
B	P	Klebsiella pneumoniae HSL4	2	
B	P	Staphylococcus aureus aureus MRSA_E1	1	
B	P	Enterobacter cloacae MNCRE16	3	
B	P	Bradyrhizobium japonicum USDA 135	3	
B	P	Staphylococcus aureus H64941	1	
B	P	Pseudomonas aeruginosa ST-111 P12_London_17_VIM_2_11_09	1	
B	P	Escherichia coli IMT31352	1	
B	F	Pseudomonas sp. CCOS 191	2	
B	P	gamma proteobacterium SCGC AAA076-E13 (unscreened)	1	
B	P	Campylobacter jejuni 32_S31	1	
B	P	Pseudomonas fluorescens S12	1	
B	P	Vibrio cholerae sv. Ogawa 4646	1	
B	P	Rhizobacter sp. Root29	1	
B	P	Lactobacillus jensenii 1153	1	
B	P	Paenibacillus sp. J10	3	
B	P	Staphylococcus aureus DAR3576	1	
B	P	Leptospira interrogans 56201	1	
B	P	Staphylococcus aureus M0863	1	
B	P	Mycobacterium africanum MAL020173	3	
B	P	Escherichia coli B36-1	1	
B	P	Staphylococcus aureus H75425	1	
B	P	Staphylococcus aureus NRS133	1	
B	P	Staphylococcus aureus M0844	1	
B	P	Staphylococcus aureus HUV03	1	
B	P	Mycobacterium tuberculosis A70260	3	
B	P	Streptomyces sp. CNH189	1	
B	P	Lysinibacillus boronitolerans JCM 21713 = 10a = NBRC 103108	1	
B	P	Mesorhizobium sp. L103C119B0	2	
B	P	Ignavibacteria bacterium RIFOXYC12_FULL_38_8	1	
B	P	Escherichia coli p0305293.6	1	
B	P	Escherichia coli STEC 2211	1	
B	P	Pseudomonas sp. SHC52	1	
B	D	Nostoc sp. sp2	2	
B	P	Staphylococcus aureus M0054	1	
B	P	Mycobacterium tuberculosis M1210	2	
B	P	Bacillus gaemokensis JCM 15801	3	
B	P	Pseudomonas sp. 2_1_26	1	
B	P	Vibrio parahaemolyticus CFSAN007435	1	
B	P	Staphylococcus aureus T63897	1	
B	D	gamma proteobacterium SCGC AAA008-P15 (unscreened)	1	
B	P	Escherichia coli HVH 163 (4-4697553)	1	
B	P	Streptomyces sp. DconLS	1	
B	F	Bacillus sp. JS	2	
B	P	Staphylococcus aureus F82600	1	
B	P	Mycobacterium tuberculosis MD18489	3	
B	P	Kosakonia radicincitans UMEnt01/12	1	
B	P	Marinimicrobium sp. LS-A18	1	
B	P	Staphylococcus aureus aureus MN8	2	
B	P	Escherichia coli C80_08	1	
B	P	Methylomicrobium agile ATCC 35068	3	
B	P	Pseudomonas corrugata BS3649	1	
B	F	Mycobacterium abscessus bolletii MC1518	1	
B	P	Pseudomonas trivialis DSM 14937	1	
B	P	Escherichia coli P0305260.9	1	
B	P	Staphylococcus aureus DAR3781	1	
B	P	Vibrio cholerae YB4F05	1	
B	P	Neisseria gonorrhoeae GCGS213	1	
B	P	Lactobacillus casei 21/1	1	
