taxon_oid	Domain	Status	Study Name	Genome	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Genome Size   * assembled	Gene Count   * assembled	
638154507	Archaea	Finished	Methanopyrus kandleri AV19	Methanopyrus kandleri AV19	Fidelity Systems Inc	638154507	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	Methanopyrus	Methanopyrus kandleri	1694969	1767	
2521172705	Archaea	Finished	Thermogladius cellulolyticus 1633	Thermogladius cellulolyticus 1633	Russian Academy of Science, Centre Bioengineering	2521172705	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius cellulolyticus	1356318	1466	
638154511	Archaea	Finished	Nanoarchaeum equitans Kin4-M	Nanoarchaeum equitans Kin4-M	Celera Genomics	638154511	Nanoarchaeota	unclassified	Nanoarchaeales	Nanoarchaeaceae	Nanoarchaeum	Nanoarchaeum equitans	490885	608	
2504136002	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Archaeoglobus veneficus SNP6, DSM 11195	DOE Joint Genome Institute (JGI)	2504136002	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus veneficus	1901943	2194	
640069326	Archaea	Finished	Pyrobaculum genomes	Pyrobaculum calidifontis JCM 11548	DOE Joint Genome Institute (JGI)	640069326	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum calidifontis	2009313	2213	
638154521	Archaea	Finished	Thermoplasma acidophilum DSM 1728	Thermoplasma acidophilum DSM 1728	Eurofins Medigenomix GmbH, Max Planck Institute	638154521	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	1564906	1580	
2565956510	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methermicoccus shengliensis DSM 18856	DOE Joint Genome Institute (JGI)	2565956510	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus	Methermicoccus shengliensis	1513583	1666	
2634166298	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Methanoculleus thermophilus DSM 2373	DOE Joint Genome Institute (JGI)	2634166298	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus	2217720	2320	
2562617191	Archaea	Permanent Draft	Halorhabdus tiamatea SARL4B	Halorhabdus tiamatea SARL4B	King Abdullah University of Science and Technology	2562617191	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	3146564	3329	
638154514	Archaea	Finished	Pyrococcus abyssi GE5	Pyrococcus abyssi GE5	CEA Genoscope	638154514	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus abyssi	1768562	2051	
639633064	Archaea	Finished	Diverse archaeal organisms	Thermofilum pendens Hrk 5	DOE Joint Genome Institute (JGI)	639633064	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum pendens	1813393	1930	
649990020	Archaea	Permanent Draft	Sulfolobus solfataricus 98/2	Sulfolobus solfataricus 98/2	Washington State University	649990020	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	2680466	3150	
643692046	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.27	DOE Joint Genome Institute (JGI)	643692046	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2692402	2956	
2528311132	Archaea	Permanent Draft	Archaeoglobus fulgidus DSM 8774	Archaeoglobus fulgidus 7324	GATC-Biotech AG, Konstanz, Germany, Seqlab, Sequence Laboratories Gottingen	2528311132	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	2316287	2615	
638154513	Archaea	Finished	Pyrobaculum aerophilum IM2	Pyrobaculum aerophilum IM2	University of California, Los Angeles, California Institute of Technology	638154513	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	2222430	2625	
638154518	Archaea	Finished	Sulfolobus solfataricus P2	Sulfolobus solfataricus P2	European Union (EU), ANRT	638154518	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	2992245	3141	
2545555825	Archaea	Permanent Draft	Aigarchaeota archaeon strain OS1	Aigarchaeota archaeon OS1	DOE Joint Genome Institute (JGI)	2545555825	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1162873	1455	
650716080	Archaea	Finished	Pyrococcus yayanosii CH1	Pyrococcus yayanosii CH1	Shanghai Jiao Tong University	650716080	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus yayanosii	1716818	1915	
2508501049	Archaea	Permanent Draft	Whole genome Shotgun Sequencing of a Yellowstone Metagenome Project: Biological Metagenomics and Bio-inspired Energy	Metallosphaera yellowstonensis MK1	DOE Joint Genome Institute (JGI), SymBio Corporation	2508501049	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis	2817452	3411	
2548876774	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M.16.46	University of Illinois	2548876774	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2694762	3143	
650716097	Archaea	Finished	Thermococcus sp. 4557	Thermococcus sp. 4557	Beijing Genomics Institute (BGI)	650716097	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 4557	2011320	2181	
641228483	Archaea	Finished	Caldivirga maquilingensis IC-167	Caldivirga maquilingensis IC-167	DOE Joint Genome Institute (JGI)	641228483	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis	2077567	2011	
648028062	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Vulcanisaeta distributa DSM 14429	DOE Joint Genome Institute (JGI)	648028062	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	2374137	2592	
2512564055	Archaea	Finished	Methanocella conradii HZ254	Methanocella conradii HZ254	China Agricultural University	2512564055	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	2378438	2512	
2558860349	Bacteria	Permanent Draft	Clostridium ultunense DSM 10521	Clostridium ultunense DSM 10521	Chinese National Human Genome Center at Shanghai, Chinese Academy of Sciences, SIBS	2558860349	Firmicutes	Tissierellia	unclassified	unclassified	unclassified	[Clostridium] ultunense	3216692	3202	
2546826730	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermacetogenium phaeum DSM 12270	DOE Joint Genome Institute (JGI)	2546826730	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum	2923131	2944	
2506520015	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Sulfobacillus acidophilus NAL, DSM 10332	DOE Joint Genome Institute (JGI)	2506520015	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus acidophilus	3557831	3695	
2630968796	Bacteria	Permanent Draft	Geobacillus sp. T6 Genome sequencing	Geobacillus sp. T6	National Agricultural Technology Institute (INTA)	2630968796	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. T6	3661358	3926	
2515154050	Bacteria	Permanent Draft	Anaerophaga thermohalophila str. Valhall	Anaerophaga thermohalophila Valhall	University of Bergen	2515154050	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga	Anaerophaga thermohalophila	4543205	3829	
2505119043	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermovirga lienii Cas60314, DSM 17291	DOE Joint Genome Institute (JGI)	2505119043	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	1999646	1973	
2523533595	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermonema rossianum DSM 10300	DOE Joint Genome Institute (JGI)	2523533595	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Thermonema	rossianum	2956866	2654	
637000321	Bacteria	Finished	Thermotoga maritima MSB8	Thermotoga maritima MSB8	J. Craig Venter Institute (JCVI)	637000321	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima	1860725	1915	
641522655	Bacteria	Finished	Metal-Reducing Microorganisms	Thermoanaerobacter pseudethanolicus 39E, ATCC 33223	DOE Joint Genome Institute (JGI)	641522655	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus	2362816	2363	
2509276042	Bacteria	Permanent Draft	Geobacillus thermoglucosidans YU	Parageobacillus thermoglucosidans YU	GATC-Biotech AG, Konstanz, Germany	2509276042	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidans	3755071	3923	
640427106	Bacteria	Finished	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus DSM 8903	DOE Joint Genome Institute (JGI)	640427106	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus	2970275	2834	
2627854187	Bacteria	Permanent Draft	Anoxybacillus flavithermus subsp. yunnanensis, strain E13	Anoxybacillus flavithermus yunnanensis E13	Beijing Genomics Institute (BGI)	2627854187	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus	2769341	3162	
2593339207	Bacteria	Finished	Geoalkalibacter subterraneus Red1, DSM 23483	Geoalkalibacter subterraneus Red1 (complete genome)	Mayo Clinic, University of Minnesota	2593339207	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter subterraneus	3717645	3627	
2582580732	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfitobacterium chlororespirans DSM 11544	DOE Joint Genome Institute (JGI)	2582580732	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium chlororespirans	5606984	5379	
2263196004	Bacteria	Draft	Thermomicrobium sp. HL1	Thermomicrobium sp. HL1 (Draft 1)	San Francisco State University	2263196004	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	unclassified	2865328	2995	
2524023160	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfovirgula thermocuniculi DSM 16036	DOE Joint Genome Institute (JGI)	2524023160	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfovirgula	Desulfovirgula thermocuniculi	3062415	3355	
649633022	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor hydrothermalis 108	DOE Joint Genome Institute (JGI)	649633022	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor hydrothermalis	2770676	2685	
2512047082	Bacteria	Permanent Draft	Chlorogloeopsis fritschii PCC 6912	Chlorogloeopsis fritschii PCC 6912 (243_Cg)	University of Edinburgh	2512047082	Cyanobacteria	unclassified	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis	Chlorogloeopsis fritschii	7801630	6968	
2508501068	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermanaerovibrio velox DSM 12556	DOE Joint Genome Institute (JGI)	2508501068	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio velox	1880838	1810	
2519899531	Bacteria	Finished	Protein structure adaptations and genome stability as reflected by species of the Thermotogales	Thermotoga maritima MSB8, DSM 3109	DOE Joint Genome Institute (JGI)	2519899531	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima	1869644	1909	
649633047	Bacteria	Finished	Bath Hot Springs Thermophage	Geobacillus sp. Y4.1MC1	DOE Joint Genome Institute (JGI)	649633047	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. Y4.1MC1	3911947	4031	
650716010	Bacteria	Finished	Bacillus coagulans 2-6	Bacillus coagulans 2-6	Shanghai Jiao Tong University	650716010	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	3073079	3052	
647533123	Bacteria	Permanent Draft	Carboxydibrachium pacificum JM, DSM 12653	Caldanaerobacter subterraneus pacificus JM, DSM 12653	J. Craig Venter Institute (JCVI)	647533123	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	2344404	1741	
646564511	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Kyrpidia tusciae T2, DSM 2912	DOE Joint Genome Institute (JGI)	646564511	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Kyrpidia tusciae	3384766	3401	
2558860995	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Sulfurihydrogenibium subterraneum DSM 15120	DOE Joint Genome Institute (JGI)	2558860995	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium subterraneum	1610181	1732	
2645727641	Bacteria	Permanent Draft	Genome sequence of Pyrinomonas methylaliphatogenes, strain K22 - GNS Science	Pyrinomonas methylaliphatogenes K22	GNS Science	2645727641	Acidobacteria	Blastocatellia	unclassified	unclassified	Pyrinomonas	Pyrinomonas methylaliphatogenes	3787465	3231	
2540341180	Bacteria	Permanent Draft	Subsurface geothermal stream microbial mat communities from Hishikari gold mine, Kagoshima Prefecture, Japan	Candidatus Acetothermum autotrophicum (unscreened)	Japan Agency for Marine-Earth Science and Technology	2540341180	Acetothermia	unclassified	unclassified	unclassified	Candidatus Acetothermum	autotrophicum	1970005	2027	
650377924	Bacteria	Finished	Clostridium thermocellum DSM 1313 Whole Genome Shotgun Sequencing	Ruminiclostridium thermocellum LQ8, DSM 1313	DOE Joint Genome Institute (JGI)	650377924	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	3561619	3102	
2565956519	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfotomaculum alkaliphilum DSM 12257	DOE Joint Genome Institute (JGI)	2565956519	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum alkaliphilum	2622239	2758	
2510917010	Bacteria	Finished	Sulfobacillus acidophilus TPY	Sulfobacillus acidophilus TPY	Beijing Genomics Institute (BGI)	2510917010	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus acidophilus	3551206	3837	
637000319	Bacteria	Finished	Thermobifida fusca YX	Thermobifida fusca YX	DOE Joint Genome Institute (JGI)	637000319	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	3642249	3195	
645058708	Bacteria	Permanent Draft	Sulfurihydrogenibium yellowstonense SS-5	Sulfurihydrogenibium yellowstonense SS-5	J. Craig Venter Institute (JCVI)	645058708	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense	1534471	1713	
637000323	Bacteria	Finished	Thermus thermophilus HB8	Thermus thermophilus HB8		637000323	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	2116056	2302	
2523533616	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Fictibacillus gelatini DSM 15865	DOE Joint Genome Institute (JGI)	2523533616	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	Fictibacillus gelatini	4173218	4434	
2512875013	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermocrinis ruber DSM 23557	DOE Joint Genome Institute (JGI)	2512875013	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber	1521037	1671	
642487181	Bacteria	Finished	Acidovorax genus	Thermotoga sp. RQ2	DOE Joint Genome Institute (JGI)	642487181	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. RQ2	1877693	1868	
646564525	Bacteria	Finished	Deferribacter desulfuricans SSM1, DSM 14783	Deferribacter desulfuricans SSM1	National Institute of Technology and Evaluation	646564525	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans	2542933	2425	
641228485	Bacteria	Finished	Chloroflexus aurantiacus J-10-fl	Chloroflexus aurantiacus J-10-fl	DOE Joint Genome Institute (JGI)	641228485	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	5258541	3914	
2700988698	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Clostridium caenicola DSM 19027	DOE Joint Genome Institute (JGI)	2700988698	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] caenicola	2890486	2673	
642979336	Bacteria	Permanent Draft	Obsidian Hot Spring Microbial Community Genomics	Alicyclobacillus acidocaldarius LAA1	DOE Joint Genome Institute (JGI)	642979336	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius	2943284	3100	
637000303	Bacteria	Finished	Streptococcus thermophilus LMG 18311	Streptococcus thermophilus LMG 18311	Integrated Genomics	637000303	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	1796846	1994	
644736322	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Acidimicrobium ferrooxidans ICP, DSM 10331	DOE Joint Genome Institute (JGI)	644736322	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans	2158157	2092	
2562617198	Bacteria	Permanent Draft	Sequencing the genomes of two abundant thermophiles in Great Basin hot springs: Thermocrinis jamiesonii and novel Chloroflexi Thermoflexus hugenholtzii	Thermocrinis jamiesonii GBS1	DOE Joint Genome Institute (JGI)	2562617198	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis sp. GBS	1315625	1463	
643692029	Bacteria	Finished	Nautilia profundicola Am-H	Nautilia profundicola Am-H	J. Craig Venter Institute (JCVI)	643692029	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola	1676444	1788	
642555138	Bacteria	Finished	Methylacidiphilum infernorum V4	Methylacidiphilum infernorum V4	University of Hawaii	642555138	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	2287145	2521	
649633039	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfurobacterium thermolithotrophum BSA, DSM 11699	DOE Joint Genome Institute (JGI)	649633039	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium	Desulfurobacterium thermolithotrophum	1541968	1594	
2643221409	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Caldithrix abyssi LF13, DSM 13497	DOE Joint Genome Institute (JGI)	2643221409	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix	Caldithrix abyssi	4978541	4267	
2556921624	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Campylobacter upsaliensis DSM 5365	DOE Joint Genome Institute (JGI)	2556921624	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter upsaliensis	1619052	1690	
2524614646	Bacteria	Finished	Chthonomonas calidirosea T49	Chthonomonas calidirosea T49, DSM 23976 (Chthonomonas calirisosea T49, DSM 23976)	GNS Science	2524614646	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea	3437861	2932	
2599185232	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Caloramator fervidus DSM 5463	DOE Joint Genome Institute (JGI)	2599185232	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator fervidus	1763241	1871	
646564581	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermobispora bispora R51, DSM 43833	DOE Joint Genome Institute (JGI)	646564581	Actinobacteria	Actinobacteria	unclassified	unclassified	Thermobispora	Thermobispora bispora	4189976	3661	
646311961	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermanaerovibrio acidaminovorans Su883, DSM 6589	DOE Joint Genome Institute (JGI)	646311961	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans	1848474	1828	
2513237181	Bacteria	Finished	Caldisericum exile AZM16c01	Caldisericum exile AZM16c01, NBRC 104410	National Institute of Technology and Evaluation	2513237181	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile	1558103	1632	
2506520042	Bacteria	Permanent Draft	Compost Feedstock-Adapted Isolates	Rhodothermus marinus SG0.5JP17-171	DOE Joint Genome Institute (JGI)	2506520042	Bacteroidetes	unclassified	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus	3329718	2964	
643348581	Bacteria	Finished	Thermodesulfovibrio yellowstonii DSM 11347	Thermodesulfovibrio yellowstonii DSM 11347	J. Craig Venter Institute (JCVI)	643348581	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	2003803	2083	
2506520025	Bacteria	Permanent Draft	Comparative Genomics of Perchlorate Reduction	Moorella perchloratireducens An10	Eureka genomics	2506520025	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella perchloratireducens	3307499	3423	
637000306	Bacteria	Finished	Symbiobacterium thermophilum IAM 14863	Symbiobacterium thermophilum IAM 14863	Nihon University, National Institute of Infectious Diseases, Japan, Kitasato University	637000306	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum	3566135	3518	
643692030	Bacteria	Finished	Persephonella marina EX-H1	Persephonella marina EX-H1	J. Craig Venter Institute (JCVI)	643692030	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	1983966	2095	
642555132	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Hydrogenobaculum sp. Y04AAS1	DOE Joint Genome Institute (JGI)	642555132	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. Y04AAS1	1559514	1691	
2599185176	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfurella multipotens DSM 8415	DOE Joint Genome Institute (JGI)	2599185176	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurella	Desulfurella multipotens	1775491	1884	
637000010	Bacteria	Finished	Aquifex aeolicus VF5	Aquifex aeolicus VF5	Verenium Corporation, University of Illinois, Urbana-Champaign	637000010	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus	1590791	1613	
2531839488	Bacteria	Permanent Draft	Mycobacterium hassiacum DSM 44199	Mycobacterium hassiacum DSM 44199	University of Coimbra	2531839488	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium hassiacum	5000164	5011	
2504756006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermodesulfobium narugense Na82, DSM 14796	DOE Joint Genome Institute (JGI)	2504756006	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium narugense	1898865	1910	
2554235387	Bacteria	Finished	Thermotoga maritima MSB8	Thermotoga maritima MSB8	University of California, San Diego	2554235387	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga maritima	1869612	1943	
2537561603	Bacteria	Permanent Draft	Escherichia coli AA86	Escherichia coli AA86	Seoul National University	2537561603	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4983288	4820	
646564579	Bacteria	Finished	DOEM_782007	Thermoanaerobacter italicus Ab9, DSM 9252	DOE Joint Genome Institute (JGI)	646564579	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus	2451061	2477	
2556921013	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Meiothermus cerbereus DSM 11376	DOE Joint Genome Institute (JGI)	2556921013	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus cerbereus	3034817	2983	
2515154172	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Thermus igniterrae ATCC 700962	DOE Joint Genome Institute (JGI)	2515154172	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus igniterrae	2227749	2379	
2519899683	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Elioraea tepidiphila DSM 17972	DOE Joint Genome Institute (JGI)	2519899683	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified	Elioraea	Elioraea tepidiphila	4304237	4182	
640963039	Bacteria	Permanent Draft	Caminibacter mediatlanticus TB-2	Caminibacter mediatlanticus TB-2	J. Craig Venter Institute (JCVI)	640963039	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Caminibacter	Caminibacter mediatlanticus	1663618	1894	
2568526006	Bacteria	Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Garciella nitratireducens DSM 15102	DOE Joint Genome Institute (JGI)	2568526006	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella	Garciella nitratireducens	2163332	2194	
2509601011	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Acetomicrobium mobile DSM 13181	DOE Joint Genome Institute (JGI)	2509601011	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium mobile	2160700	2109	
