Domain	Status	Genome	Gene Count	
B	P	Bacillus cereus PE5-132	1	
B	P	Burkholderia pseudomallei MSHR1357	1	
B	P	Nitratireductor sp. ES.061	1	
B	P	Nitratireductor sp. ZZ-1	1	
B	P	Chryseobacterium wanjuense DSM 17724	1	
B	P	Mycobacterium tuberculosis M1906	1	
B	P	Novosphingobium nitrogenifigens Y88	1	
B	P	Vibrio parahaemolyticus 3631	1	
B	P	Pseudomonas aeruginosa BL21	1	
B	P	Mycobacterium tuberculosis A70011_3	1	
B	P	Pedobacter suwonensis DSM 18130	1	
B	P	Thioalkalivibrio sp. ALE16	1	
B	P	Erwinia amylovora UPN527	1	
B	P	Corynebacterium diphtheriae bv. mitis NC03529	1	
B	P	Curtobacterium flaccumfaciens MEB126	1	
B	P	Mycobacterium tuberculosis KZN 4207	1	
B	P	Mycobacterium tuberculosis PanR0206	1	
B	F	Labrenzia sp. CP4	1	
B	P	Mycobacterium tuberculosis Mtb293	1	
B	P	Pseudomonas sp. TTU2014-080ASC	1	
B	P	Candidatus Omnitrophus magneticus SKK-01 (unscreened)	1	
B	P	Mycobacterium tuberculosis OSDD518	1	
B	F	Microcystis aeruginosa NIES-2549	1	
B	P	Paenibacillus sp. A59	1	
B	P	Thermus tengchongensis YIM 77401	1	
B	F	Cupriavidus metallidurans CH34	1	
B	P	Mycobacterium tuberculosis KT-0063	1	
B	P	Prevotella sp. HUN102	1	
B	P	Mycobacterium tuberculosis TB_RSA182	1	
B	P	Pontibacter chinhatensis LP51	1	
B	P	Nitritalea halalkaliphila LW7 (Draft1)	1	
B	D	Parcubacteria (Magasanikbacteria) bacterium GW2011_GWA2_42_32	1	
B	P	Mycobacterium tuberculosis TKK-01-0019	1	
B	P	Bdellovibrionales bacterium RIFOXYD1_FULL_53_11	1	
B	P	Acinetobacter baumannii 45002_8	1	
B	P	Acinetobacter baumannii NIPH 67	1	
B	P	Acinetobacter baumannii 25307_2	1	
B	P	Vibrio owensii CAIM 1854	1	
B	F	Collimonas pratensis Ter291	1	
B	P	Verrucomicrobia bacterium SCGC AAA300-N18 (unscreened)	1	
B	F	Elizabethkingia anophelis CSID_3015183684	1	
B	F	Methylomonas methanica MC09	1	
B	F	Allochromatium vinosum DSM 180	1	
B	P	Salmonella enterica enterica sv. Oranienburg 701	1	
B	P	Oceanicaulis alexandrii HTCC2633	1	
B	P	Paenibacillus sp. J10	1	
B	P	Loktanella tamlensis DSM 26879	1	
B	F	Agrobacterium tumefaciens WRT31	1	
B	P	Acinetobacter baumannii 554515	1	
B	P	Thioalkalivibrio sp. ALJ8	1	
B	P	Aeromonas sp. MDS8	1	
B	P	Mariprofundus sp. JGI CrystG Aug08-3-J9 (contamination screened)	1	
B	P	Fischerella muscicola SAG 1427-1	1	
B	P	Mariprofundus sp. JGI CrystG Aug08-3-L9 (unscreened)	1	
B	P	Mycobacterium tuberculosis TKK-01-0014	1	
B	P	Martelella mediterranea DSM 17316	1	
B	P	Mariniphaga anaerophila DSM 26910	1	
B	P	Algiphilus aromaticivorans DG1253	1	
B	P	Formosa agariphila KMM 3901	1	
B	P	Mycobacterium tuberculosis TKK_04_0003	1	
B	P	Mycobacterium tuberculosis TB_RSA157	1	
B	P	Teredinibacter turnerae T8402	1	
B	P	Pseudoalteromonas arctica A 37-1-2	1	
B	P	Nitrosomonas ureae Nm13	1	
B	P	Acinetobacter baumannii UH8407	1	
B	P	Rhizobium sp. LMB-1	1	
B	P	Vibrio alginolyticus BSW15	1	
B	F	Oscillatoria nigro-viridis PCC 7112	1	
B	P	Lactobacillus nodensis NBRC 107160	1	
B	P	Acinetobacter baumannii UH2707	1	
B	P	Mycobacterium tuberculosis F09900854	1	
B	P	Mycobacterium tuberculosis TKK-01-0061	1	
B	D	Francisella philomiragia FSC145	1	
B	F	Brachyspira murdochii 56-150, DSM 12563	1	
B	P	Burkholderia cepacia Bu72	1	
B	P	Aureimonas altamirensis ON-56566	1	
B	P	Parabacteroides sp. D26	1	
B	P	Pectobacterium carotovorum brasiliense YC D21	1	
B	P	Arcobacter butzleri L354	1	
B	P	Alicycliphilus propanilivorax EPL6	1	
B	P	Mycobacterium tuberculosis 400739	1	
B	P	Chryseolinea serpens DSM 24574	1	
B	F	Burkholderia thailandensis MSMB59	1	
B	P	Burkholderia pseudomallei C62	1	
B	P	Myroides odoratimimus CCUG 12901	1	
B	F	Erwinia amylovora CFBP 1430	1	
B	P	Methylotenera mobilis-63 (UID3888)	1	
B	P	Vibrio parahaemolyticus sv. O4:KII A1EZ679	1	
B	P	Alcanivorax sp. DG881	1	
B	F	Campylobacter jejuni jejuni HPC5	1	
B	P	Clostridium cylindrosporum DSM 605	1	
B	P	Vibrio parahaemolyticus CFSAN007462	1	
B	P	Salinicoccus luteus DSM 17002	1	
B	P	Mycobacterium tuberculosis TKK_05MA_0035	1	
B	P	Vibrio parahaemolyticus 3256	1	
B	P	Clostridium sporogenes 388, DSM 795 (CSPO)	1	
B	F	Erythrobacter sp. s21-N3	1	
B	P	Acinetobacter baumannii ABBL035	1	
B	P	Azospirillum halopraeferens DSM 3675	1	
B	P	Mycobacterium tuberculosis Q09600750	1	
B	P	Acinetobacter baumannii ABBL026	1	
B	D	Deltaproteobacteria bacterium GWC2_42_11	1	
B	P	Burkholderia catudaia LMG 29318	1	
B	P	Salmonella enterica enterica sv. Bareilly CFSAN000236	1	
B	P	Saccharomonospora azurea SZMC 14600	1	
B	P	Acinetobacter sp. GG2	1	
B	P	Acinetobacter baumannii 24812_2	1	
B	P	Aeromonas aquariorum AAK1	1	
B	D	Bacteroidetes bacterium GWA2_32_17	1	
B	P	Mycobacterium tuberculosis TB_RSA95	1	
B	P	Chryseobacterium joostei DSM 16927	1	
B	P	Mycobacterium tuberculosis M1212	1	
B	P	Cycloclasticus sp. PY97M	1	
B	P	Mycobacterium tuberculosis E09701891	1	
B	F	Rhizobium phaseoli sv. phaseoli N841	1	
B	P	Bacteroides eggerthii DSM 20697	1	
B	P	Salmonella enterica enterica sv. Kentucky 22694	1	
B	P	Chryseobacterium sp. Leaf201	1	
B	P	Halobacillus dabanensis HD-02	1	
B	F	Corynebacterium camporealensis DSM 44610 Genome Sequencing	1	
B	P	Mycobacterium tuberculosis TKK_03_0040	1	
B	D	unclassified Verrucomicrobiales bin 1 (Bin from Kelp Biofilm metagenome, processed and reassembled)	1	
B	P	Mycobacterium litorale CGMCC 4.5724	1	
B	P	Algoriphagus alkaliphilus DSM 22703	1	
B	P	Mycobacterium tuberculosis OFXR-22	1	
B	P	Acinetobacter parvus GTC 3704	1	
B	P	Vibrio parahaemolyticus S137	1	
B	P	Alishewanella sp. WH16-1	1	
B	P	Mycobacterium tuberculosis PanR0503	1	
B	P	Pseudomonas sp. PDA	1	
B	P	Acinetobacter baumannii Ab33333	1	
B	F	Bacillus amyloliquefaciens KHU1	1	
B	F	Mycobacterium tuberculosis EAI5/NITR206	1	
B	P	Mycobacterium tuberculosis MAL020202	1	
B	P	Pseudomonas fluorescens AU14705	1	
B	P	Acinetobacter baumannii AB_TG5064	1	
B	P	Mycobacterium tuberculosis TKK_04_0089	1	
B	P	Paraburkholderia sp. BL21I4N1	1	
B	P	Novosphingobium capsulatum NBRC 12533	1	
B	P	Prevotella multisaccharivorax PPPA20, DSM 17128	1	
B	P	Mycobacterium tuberculosis TB_RSA127	1	
B	P	Paenibacillus taiwanensis DSM 18679	1	
B	P	Mycobacterium tuberculosis NRITLD20	1	
B	F	Burkholderia pseudomallei K42	1	
B	P	Carnobacterium divergens DSM 20623	1	
B	P	Acinetobacter baumannii TYTH-6	1	
B	F	Mycobacterium tuberculosis 0A029DS	1	
B	P	Aeromonas hydrophila FDAARGOS_78	1	
B	P	Dehalococcoides mccartyi SG1	1	
B	P	Mycobacterium africanum MAL010074	1	
B	P	Pseudomonas aeruginosa ST-111 P51_1_London_9_VIM_2_02_13	1	
B	P	Bacillus jeddahensis JCE	1	
B	P	Mycobacterium tuberculosis M1959	1	
B	P	Acinetobacter baumannii ABBL023	1	
B	P	Acinetobacter baumannii 25493_6	1	
B	P	Mycobacterium abscessus PAP159	1	
B	P	Candidatus Raymondbacteria bacterium RifOxyA12_full_50_37	1	
B	P	Pseudomonas aeruginosa ATCC 33351	1	
B	P	Vibrio parahaemolyticus S157	1	
B	P	Acinetobacter baumannii ABNIH5	1	
B	P	Afipia sp. OHSU_I-uncloned	1	
B	P	Mycobacterium abscessus PAP123	1	
B	F	Streptomyces pristinaespiralis HCCB 10218	1	
B	P	Acinetobacter baumannii 44467_8	1	
B	P	Mycobacterium tuberculosis MAL020110	1	
B	P	Prochlorococcus marinus EQPAC1	1	
B	P	Brevibacillus massiliensis phR	1	
B	P	Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24	1	
B	P	Thermocrispum municipale DSM 44069	1	
B	F	Desulfovibrio piezophilus C1TLV30	1	
B	P	Burkholderia pseudomallei ATCC15682	1	
B	F	Altererythrobacter marensis KCTC 22370	1	
B	P	Mycobacterium tuberculosis 302434	1	
B	P	Mycobacterium tuberculosis TB_RSA191	1	
B	P	Microbispora rosea ATCC 12950	1	
B	P	Mycobacterium tuberculosis PanR0803	1	
B	F	Mycobacterium tuberculosis 0A117DS	1	
B	P	Clostridium butyricum CWBI1009	1	
B	P	Acinetobacter baumannii UH12408	1	
B	P	Pseudomonas putida HB4184	1	
B	P	Elusimicrobia bacterium GWD2_63_28	1	
B	P	Bradyrhizobium elkanii USDA 76	1	
B	P	Mycobacterium tuberculosis BTB12-384	1	
B	P	Pseudomonas aeruginosa ST-111 P36_West_Midlands_5_VIM_2_06_12	1	
B	P	Pseudomonas mandelii LMG 21607	1	
B	D	Thermobifida cellulosilytica TB100	1	
B	P	Mycobacterium tuberculosis SH1-874	1	
B	P	Paracoccus sp. PAMC 22219	1	
B	P	Achromobacter xylosoxidans CF304	1	
B	P	Pseudomonas sp. RL	1	
B	D	Elusimicrobia bacterium GWF2_52_66	1	
B	D	Bifidobacterium longum longum UCD400 (after GenePRIMP)	1	
B	P	Lactobacillus antri DSM 16041	1	
B	P	Deferrisoma camini S3R1	1	
B	D	Bacteroidetes bacterium GWF2_40_13	1	
B	P	Spongiibacter marinus DSM 19753	1	
B	P	Puniceibacterium sp. IMCC21224	1	
B	P	Mycobacterium tuberculosis MD16571	1	
B	P	Deltaproteobacteria bacterium RIFCSPLOWO2_01_44_7	1	
B	D	Magnetospirillum sp. CP3	1	
B	P	Acinetobacter baumannii 1247182	1	
B	F	Candidatus Cloacamonas acidaminovorans Evry	1	
B	P	Dissulfuribacter thermophilus S69	1	
B	P	Crocosphaera watsonii WH 8501	1	
B	F	Bacillus methylotrophicus YJ11-1-4	1	
B	P	Acinetobacter baumannii 44467_7	1	
B	P	Corynebacterium sp. KPL1814	1	
B	F	Salmonella enterica sv. Thompson RM1984	1	
B	D	Bacteria sp. genome_bin_38	1	
B	P	Aneurinibacillus migulanus Nagano E1	1	
B	P	Bacteroides ovatus NLAE-zl-C500	1	
B	F	Pelobacter acetylenicus DSM 3246	1	
B	P	Mycobacterium tuberculosis TKK_03_0042	1	
B	D	Desulfovibrionales bacterium GWA2_65_9	1	
B	P	Vibrio sp. J2-15	1	
B	D	Ferrovum myxofaciens PN-J185 (FMB)	1	
B	P	Blastococcus desertis DSM 46838	1	
B	P	Mycobacterium abscessus PAP171	1	
B	P	Micromonospora carbonacea DSM 43168	1	
B	P	Mycobacterium simiae ATCC 25275	1	
B	F	Lactobacillus reuteri I49	1	
B	P	Dermacoccus sp. PE3	1	
B	F	Bordetella sp. H567	1	
B	P	Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37	1	
B	P	Acinetobacter baumannii 25253_6	1	
B	P	Monaibacterium marinum C7	1	
B	P	Mycobacterium tuberculosis TKK_04_0042	1	
B	P	Salmonella enterica enterica sv. Montevideo S5-403	1	
B	P	Streptomyces emeiensis CGMCC 4.3504	1	
B	P	Vibrio parahaemolyticus S065	1	
B	P	Pseudomonas tolaasii 6264	1	
B	P	Mycobacterium tuberculosis MAL020186	1	
B	P	Nocardia sp. W9405	1	
B	P	Vibrio ordalii FS-238	1	
B	F	Beggiatoa leptomitiformis D-402	1	
B	P	Mycobacterium tuberculosis TRUG0116	1	
B	F	Kytococcus sedentarius 541, DSM 20547	1	
B	P	Burkholderia dolosa AUO158	1	
B	P	Salsuginibacillus kocurii DSM 18087	1	
B	P	Achromobacter sp. 2789STDY5608633	1	
B	P	Hydrogenoanaerobacterium saccharovorans CGMCC 1.5070	1	
B	P	Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12	1	
B	P	Mycobacterium tuberculosis 300239	1	
B	P	Mycobacterium tuberculosis 2228BH	1	
B	F	Microbulbifer thermotolerans DAU221	1	
B	P	Streptomyces sp. SceaMP-e96	1	
B	P	Burkholderia pseudomallei C27	1	
B	D	Rhodopseudomonas palustris S-1, DSM 131 (HiSeq draft)	1	
B	P	Enterococcus columbae DSM 7374	1	
B	P	Uncultured Rhodospirillales bacterium JGI SC39-K17 (contamination screened)	1	
B	P	Oleiphilus messinensis DSM 13489	1	
B	P	Paenibacillus dendritiformis C454	1	
B	F	Hahella chejuensis KCTC 2396	1	
B	P	Acinetobacter baumannii 25442_5	1	
B	P	Aeromonas hydrophila ML09-122	1	
B	P	Aeromonas eucrenophila CECT 4224	1	
B	P	Mycobacterium abscessus PAP058	1	
B	P	Vibrio parahaemolyticus ISF-77-01	1	
B	P	Salmonella enterica enterica sv. Inverness R8-3668	1	
B	P	Porphyromonas sp. 54572_COT.108	1	
B	P	Elusimicrobia bacterium RIFOXYA2_FULL_39_19	1	
B	P	Planktothrix prolifica NIVA-CYA 98	1	
B	P	Acinetobacter baumannii 1032241	1	
B	P	candidate division Zixibacteria bacterium SM1_73	1	
B	P	Pseudovibrio axinellae DSM 24994	1	
B	P	Microcystis aeruginosa PCC 7005	1	
B	P	Mycobacterium tuberculosis KT-0195	1	
B	F	Ochrobactrum pseudogrignonense K8	1	
B	F	Burkholderia pseudomallei MSHR1328	1	
B	D	Moorella mulderi DSM 14980 (MOMU)	1	
B	P	Terrisporobacter glycolicus KPPR-9	1	
B	F	Parageobacillus thermoglucosidasius C56-YS93	1	
B	P	Salmonella enterica enterica sv. Montevideo CT_02035320	1	
B	P	Rhodobacter sphaeroides WS8N	1	
B	P	Pseudomonas putida T2-2	1	
B	P	Clostridium sp. NCR	1	
B	P	Pseudoalteromonas haloplanktis AC163	1	
B	P	Vibrio coralliilyticus ATCC BAA-450	1	
B	P	Haemophilus parainfluenzae HK262	1	
B	P	Mycobacterium tuberculosis TRUG0071	1	
B	P	Mycobacterium tuberculosis TB_RSA88	1	
B	P	Mycobacterium tuberculosis BTB09-036	1	
B	P	Burkholderia gladioli ATCC 25417	1	
B	P	Terrabacter sp. Root181	1	
B	P	Rhodococcus kroppenstedtii DSM 44908	1	
B	F	Mycobacterium tuberculosis 49-02	1	
B	F	Salmonella enterica enterica sv. Newport 0007-33	1	
B	P	Burkholderia pseudomallei Pakistan 9	1	
B	P	Mycobacterium tuberculosis TB_RSA48	1	
B	P	Burkholderia pseudomallei 147	1	
B	P	Psychromonas arctica DSM 14288	1	
B	P	Acinetobacter pittii ABBL031	1	
B	P	Pseudomonas syringae pv. cunninghamiae ICMP 11894	1	
B	P	Pseudomonas aeruginosa ST-111 P45_London_17_VIM_2_12_12	1	
B	P	Methylomicrobium album BG8	1	
B	F	Bacillus velezensis TrigoCor1448	1	
B	P	Mycobacterium tuberculosis TKK-01-0049	1	
B	P	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28	1	
B	P	Aeromonas veronii TTU2014-113AME	1	
B	P	Mycobacterium tuberculosis A70280	1	
B	P	Mycobacterium tuberculosis M2277	1	
B	P	Mycobacterium tuberculosis TKK_04_0082	1	
B	P	Salmonella enterica enterica sv. Montevideo 50270	1	
B	P	Candidatus Raymondbacteria bacterium RIFOXYB2_FULL_49_35	1	
B	F	Blastochloris viridis DSM 133	1	
B	P	Mycobacterium tuberculosis TKK_02_0034	1	
B	P	Acinetobacter baumannii 25569_7	1	
B	F	Geobacillus thermoleovorans KCTC 3570	1	
B	P	Acinetobacter baumannii AB4498	1	
B	P	Desulfovibrio cuneatus DSM 11391	1	
B	P	Rhodococcus equi NBRC 101255	1	
B	D	Bacteroides thetaiotaomicron NLAE-zl-P699	1	
B	P	Microbacterium sp. MEJ108Y	1	
B	P	Salmonella enterica enterica sv. Tennessee TXSC_TXSC08-21	1	
B	P	Micromonospora coxensis DSM 45161	1	
B	P	Mycobacterium tuberculosis TKK_04_0086	1	
B	P	Bacillus thermoamylovorans 1A1	1	
B	P	Rhizobium leguminosarum OV483	1	
B	P	Niabella drilacis DSM 25811	1	
B	P	Pseudomonas aeruginosa O8 IATS	1	
B	P	Burkholderia pseudomallei MSHR1043	1	
B	P	Serratia marcescens marcescens 9501453777	1	
B	P	Staphylococcus sciuri sciuri Z8	1	
B	P	Mycobacterium tuberculosis M1300	1	
B	P	Burkholderiales bacterium RIFCSPLOWO2_12_FULL_64_99	1	
B	P	Pseudoalteromonas sp. H103 PacBio methylation	1	
B	P	Lactobacillus versmoldensis KCTC 3814	1	
B	P	Mycobacterium tuberculosis 201457	1	
B	P	Listeria monocytogenes LM07422	1	
B	P	Mycobacterium tuberculosis TB_RSA77	1	
B	P	Salmonella enterica enterica sv. Kentucky 20793	1	
B	P	Ignavibacteria bacterium RIFCSPLOWO2_02_FULL_55_14	1	
B	P	Paraliobacillus sp. PM-2	1	
B	P	Acinetobacter pittii NBRC 110510	1	
B	F	Methylacidiphilum infernorum V4	1	
B	P	Burkholderia pseudomallei C7	1	
B	P	Vibrio cholerae MZO-3	1	
B	P	Acinetobacter baumannii 25766_6	1	
B	P	Microcystis aeruginosa PCC 9717	1	
B	P	Bacteroidetes bacterium SCGC AD-308-A09 - v2 (contamination screened)	1	
B	P	Mycobacterium tuberculosis M1734	1	
B	F	Vibrio harveyi BB120, ATCC BAA-1116	1	
B	P	Mycobacterium tuberculosis 401206	1	
B	P	Salmonella enterica enterica sv. Anatum ATCC BAA-1592	1	
B	P	Mycobacterium tuberculosis TKK_04_0134	1	
B	P	Erwinia amylovora Ea644	1	
B	P	Acinetobacter baumannii 16553_3	1	
B	F	Mycobacterium vaccae 95051	1	
B	P	Mycobacterium tuberculosis TB_RSA55	1	
B	F	Shewanella sp. MR-7	1	
B	P	Methylosarcina lacus-69 (UID4274)	1	
B	P	Aliiroseovarius sediminilitoris DSM 29439	1	
B	P	Piscirickettsia salmonis AUSTRAL-005	1	
B	F	Acinetobacter baumannii LAC4	1	
B	F	Geobacter uraniireducens Rf4	1	
B	F	Hirschia baltica ATCC 49814	1	
B	D	Geobacteraceae bacterium GWC2_53_11	1	
B	F	Mycobacterium tuberculosis CCDC5079	1	
B	P	Tangfeifania diversioriginum DSM 27063	1	
B	P	Pseudooceanicola batsensis HTCC2597	1	
B	P	Lachnoclostridium phytofermentans KNHs212	1	
B	P	Rhizobium etli R22G	1	
B	P	Pseudomonas canadensis 2-92	1	
B	P	Vibrio parahaemolyticus VP-48	1	
B	P	Mycobacterium tuberculosis TKK-01-0083	1	
B	P	Clostridium botulinum KF Meyer 33	1	
B	F	Mycobacterium vanbaalenii PYR-1	1	
B	P	Salmonella enterica enterica sv. Montevideo IA_2009159199	1	
B	F	Dehalococcoides mccartyi BAV1	1	
B	P	Pedobacter caeni DSM 16990	1	
B	P	Pseudorhizobium pelagicum R1-200B2	1	
B	P	Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49	1	
B	F	Crinalium epipsammum PCC 9333	1	
B	P	Bacillaceae bacterium mt8	1	
B	P	Thermomonospora chromogena DSM 43794	1	
B	P	Acinetobacter baumannii 25766_10	1	
B	P	Burkholderia pseudomallei C4	1	
B	P	Mycobacterium tuberculosis R09402296	1	
B	P	Flavobacterium araucananum DSM 24704	1	
B	D	Moraxellaceae bacterium REDSEA-S38_B3	1	
B	P	Mycobacterium tuberculosis PanR0605	1	
B	P	Methylobacter tundripaludum-129 (UID203)	1	
B	P	Mycobacterium avium hominissuis MAH-E-88-1	1	
B	P	Burkholderia pseudomallei MSHR7527	1	
B	P	Anoxybacillus flavithermus yunnanensis E13	1	
B	P	Acinetobacter baumannii UH10007	1	
B	P	Burkholderia pseudomallei C40	1	
B	F	Mycobacterium abscessus abscessus 4529	1	
B	F	Ralstonia insidiosa ATCC 49129	1	
B	D	Desulfobacterales bacterium GWB2_56_26	1	
B	F	Arcobacter butzleri ED-1	1	
B	P	Lactococcus lactis lactis Li-1	1	
B	P	Yersinia bercovieri 3016/84	1	
B	P	Mycobacterium tuberculosis MTBR2/09	1	
B	P	Mycobacterium tuberculosis TKK_03_0059	1	
B	F	Vibrio parahaemolyticus BB22OP	1	
B	D	Chloroflexi bacterium RBG_16_52_11	1	
B	P	Vibrio sp. J2-3	1	
B	P	Acinetobacter baumannii 1526966	1	
B	P	Stenotrophomonas maltophilia SAM8	1	
B	P	Janthinobacterium sp. B9-8	1	
B	P	gamma proteobacterium sp. HTCC5015	1	
B	P	Brevibacillus thermoruber 423	1	
B	P	Acinetobacter baumannii BJ6	1	
B	P	Vibrio parahaemolyticus S162	1	
B	D	Saprospiraceae bacterium EBPR_Bin_193	1	
B	P	Enterococcus caccae ATCC BAA-1240	1	
B	P	Mycobacterium tuberculosis SUMu003	1	
B	P	Uncultured bacterium JGI M3C4D3-002-L21 (unscreened)	1	
B	P	Aeromonas caviae CECT 838	1	
B	P	Thauera linaloolentis DSM 12138	1	
B	D	Bacteroidetes bacterium GWF2_42_66	1	
B	P	Mycobacterium avium hominissuis MAH 27-1	1	
B	D	Pseudomonas mediterranea TEIC1022 (corrected assembly_020414)	1	
B	P	Acinetobacter baumannii NIPH 601	1	
B	D	Marinobacter sp. HL-58	1	
B	F	Burkholderia mallei NCTC 10247	1	
B	P	Bosea sp. 117	1	
B	P	Mycobacterium abscessus PAP144	1	
B	P	Mycobacterium abscessus PAP141	1	
B	P	Mycobacterium tuberculosis BTB10-120	1	
B	P	Gulbenkiania mobilis MB1	1	
B	P	Methylobacterium sp. MB200	1	
B	D	Rhizobiales bacterium HL-109	1	
B	D	Spirochaetes bacterium GWD1_27_9	1	
B	P	Mycobacterium tuberculosis XTB13-150	1	
B	P	Cytophagales bacterium TFI 002	1	
B	P	Stenotrophomonas daejeonensis JCM 16244	1	
B	P	Tenericutes bacterium RIFOXYA2_FULL_36_32	1	
B	P	Bacillus subtilis PTS394	1	
B	P	Nitrosomonas communis Nm44	1	
B	P	Lentisphaerae bacterium RIFOXYB12_FULL_65_16	1	
B	P	Enhygromyxa salina DSM 15201	1	
B	F	Mycobacterium tuberculosis Haarlem3/NITR202	1	
B	F	Pseudomonas aeruginosa Carb01 63	1	
B	P	Campylobacter ureolyticus DSM 20703	1	
B	P	Salmonella enterica enterica sv. Thompson ATCC 8391	1	
B	P	Lactobacillus panis DSM 6035	1	
B	F	Azotobacter chroococcum NCIMB 8003	1	
B	P	Mycobacterium abscessus PAP120	1	
B	P	Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36	1	
B	P	Sanguibacter gelidastatuaria ISLP-3	1	
B	P	Streptomyces sp. PsTaAH-124	1	
B	F	Pelobacter sp. SFB93	1	
B	P	Vibrio parahaemolyticus 13-028/A3	1	
B	P	Mycobacterium tuberculosis I09400970	1	
B	P	Desulfovibrio sp. A2	1	
B	P	Streptomyces emeiensis NRRL B-24621	1	
B	F	Bacteroides xylanisolvens XB1A	1	
B	P	Variovorax paradoxus H095	1	
B	P	Trichococcus collinsii DSM 14526	1	
B	P	Sporomusa malonica DSM 5090	1	
B	P	Pseudomonas aeruginosa ST-111 P2_London_28_IMP_1_06_05	1	
B	P	Ensifer sp. Root231	1	
B	F	Variovorax paradoxus S110	1	
B	P	Desulfitobacterium chlororespirans DSM 11544	1	
B	D	Erythrobacter sp. REDSEA-S43_B2	1	
B	D	Pseudomonas sp. LAIL14HWK12:I1	1	
B	P	Rhodopirellula baltica SWK14	1	
B	P	Salmonella enterica enterica sv. Newport DC_10-450	1	
B	D	Rhodococcus erythropolis MI2 (RERY)	1	
B	P	Mycobacterium tuberculosis 3280CJ	1	
B	P	Mycobacterium tuberculosis M1034	1	
B	P	Mycobacterium tuberculosis tahitimassiliensis MT11	1	
B	P	Labrenzia aggregata IAM 12614	1	
B	P	Acinetobacter baumannii 25935_1	1	
B	P	Pseudomonas fuscovaginae IRRI 7007	1	
B	F	Aeromonas hydrophila hydrophila ATCC 7966	1	
B	D	candidate division Zixibacteria bacterium RBG_16_53_22	1	
B	F	Chromobacterium vaccinii 21-1	1	
B	P	Acinetobacter baumannii 44437_9	1	
B	P	Acinetobacter baumannii TG22202	1	
B	P	Acinetobacter baumannii AB_2008-23-01-01-7	1	
B	P	Mycobacterium tuberculosis BTB10-142	1	
B	P	Nonlabens ulvanivorans JCM 19298	1	
B	P	Mycobacterium tuberculosis 300191	1	
B	P	Bacteroidetes bacterium RIFOXYA2_FULL_33_7	1	
B	P	Mycobacterium africanum MAL010129	1	
B	P	Vibrio parahaemolyticus S087	1	
B	P	Mycobacterium tuberculosis 400260	1	
B	P	Stenotrophomonas sp. 92MFCol6.1	1	
B	P	Salmonella enterica enterica sv. Montevideo OH_2009072675	1	
B	P	Vibrio parahaemolyticus sv. O4:K63 A3EZ711	1	
B	P	Paeniclostridium sordellii R15892	1	
B	P	Burkholderia pseudomallei P166/04	1	
B	P	Acinetobacter baumannii AB_1649-8	1	
B	P	Rubrivivax benzoatilyticus ATCC BAA-35	1	
B	P	Mycobacterium tuberculosis BTB09-453	1	
B	P	Bacteroidetes bacterium RIFOXYB2_FULL_39_7	1	
B	P	Rhodospirillales bacterium URHD0088	1	
B	P	Roseivivax halodurans JCM 10272	1	
B	F	Bordetella bronchiseptica MO149	1	
B	P	Sunxiuqinia elliptica CGMCC 1.9156	1	
B	P	Maritalea myrionectae DSM 19524	1	
B	P	Burkholderia pseudomallei 1258b	1	
B	P	Alcanivorax dieselolei KS-293	1	
B	P	Arsenicicoccus bolidensis DSM 15745	1	
B	P	Mycobacterium tuberculosis C34_13853	1	
B	P	Paenibacillus chitinolyticus NBRC 15660	1	
B	F	Vibrio anguillarum M3	1	
B	P	Staphylococcus aureus KT/314250	1	
B	P	Acinetobacter baumannii 24845_10	1	
B	P	Nonlabens sediminis JCM 19294	1	
B	P	Vibrio parahaemolyticus S095	1	
B	P	Acinetobacter pittii ABBL016	1	
B	P	Erythrobacter sp. HI0037	1	
B	F	Burkholderia pyrrocinia DSM 10685	1	
B	D	Rhodopseudomonas palustris ATH 2.1.6, ATCC 17001 (HiSeq draft)	1	
B	P	Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16	1	
B	P	Bizionia argentinensis JUB59, DSM 19628	1	
B	P	Fabibacter pacificus CGMCC 1.12402	1	
B	P	Cellulomonas carbonis T26	1	
B	D	candidate division Zixibacteria bacterium RBG_16_48_11	1	
B	P	Pseudoalteromonas sp. P1-8	1	
B	P	Alcaligenes faecalis ATCC 8750	1	
B	F	Rhizobium sp. N541	1	
B	P	Edwardsiella piscicida JF1305	1	
B	P	Candidatus Lambdaproteobacteria bacterium RIFOXYD2_FULL_50_16	1	
B	P	Corynebacterium mycetoides DSM 20632	1	
B	P	Acinetobacter baumannii BJ1	1	
B	F	Prochlorococcus marinus pastoris CCMP 1986	1	
B	P	Mycobacterium abscessus 5S-0921	1	
B	P	Pseudomonas aeruginosa ST-111 P16_Lonon_17_VIM_2_02_10	1	
B	P	Mycobacterium tuberculosis OFXR-31	1	
B	P	Methylophilaceae-49 (UID203)	1	
B	P	Tenacibaculum mesophilum DSM 13764	1	
B	P	Shewanella baltica OS625	1	
